 1 7.18281828459045e-01
 2 2.18281828459045e-01
 3 5.16151617923786e-02
 4 9.94849512571161e-03
 5 1.61516179237831e-03
 6 2.26272903489644e-04
 7 2.78602050767240e-05
 8 3.05861777549765e-06
 9 3.02885852843104e-07
10 2.73126605776497e-08
11 2.26055218988108e-09
12 1.72876379878062e-10
13 1.22861720797118e-11
14 8.15347789284715e-13
15 5.06261699229071e-14
