10 1.24539368359043e-01
100 1.34679990375166e-02
1000 1.35789622345150e-03
10000 1.35901634119584e-04
100000 1.35912667476035e-05
1000000 1.35936329170860e-06
10000000 1.34326963330267e-07
100000000 3.01116873657747e-08
1000000000 2.23552515166148e-07
10000000000 2.24775742463379e-07
